word,count_in_spam,count_in_nonspam,P(word),P(non-spam),P(spam),P(word|spam),P(word|nonspam),P(spam|word),P(non_spam|word)
qp,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
chameleon,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
aida,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
tempera,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
leanas,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
advertizing,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
vdeliver,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
doubiing,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
ips,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
factua,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
batter,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
spinnin,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
embedder,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
finest,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
harvest,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
someway,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
adii,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ars,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
ampoule,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
jaeger,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
herhangi,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
remitted,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
netspace,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
startedon,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
visions,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ldap,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
intraocular,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
neveragain,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
linde,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
singal,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lgbyte,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
closeness,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
animosity,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
patiently,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
hiya,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cevaplayanlar,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
feudality,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
blb,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
oration,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
uaeenquiries,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
saiyan,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
joists,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
assunto,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
oprah,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
pontific,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
sperm,20,0,1.5e-05,0.761173,0.238827,7.5e-05,0.0,1.161947,0.0
mundane,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
attractions,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
shockingly,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bored,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
whirligig,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
heeded,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fastrefi,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
makeup,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
dragonventure,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
muitiple,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
precautions,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
eetim,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mais,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
ww,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
parte,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
boarding,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
abiiity,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bse,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
fuii,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
sahara,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
adore,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
xpjk,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hormonal,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
tgifcam,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
newsgroups,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
ovdkspcr,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
sexin,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
exigeons,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
kenya,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
triangulate,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
jm,11,0,8e-06,0.761173,0.238827,4.1e-05,0.0,1.161947,0.0
freemail,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
insurancemail,21,0,1.6e-05,0.761173,0.238827,7.9e-05,0.0,1.161947,0.0
upborne,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
haycock,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
corporal,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
tuaujryt,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
vaccinate,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bburn,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fisting,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ulicos,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
revoked,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
chelsea,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
absultely,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
talkingstocks,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
secluded,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
valentlne,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cheerful,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
broomcorn,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
yhdo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
clothes,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
nemo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
sarasota,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
superstore,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
safeharbor,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
mausoleum,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
comcopyright,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ginnery,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
aime,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
breakthroughyou,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
iq,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
speciaity,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
neeed,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bibliographical,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
scribners,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
riba,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
antonioacm,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
marrying,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
laugh,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
cbc,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bvlgaries,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
collectors,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
totaly,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
scanner,11,0,8e-06,0.761173,0.238827,4.1e-05,0.0,1.161947,0.0
riqht,33,0,2.5e-05,0.761173,0.238827,0.000124,0.0,1.161947,0.0
reputable,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
hpshum,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
ouut,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hsdl,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
thuama,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
razor,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
continuum,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
toxology,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
gunnison,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
thatyou,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
precio,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dieting,10,0,8e-06,0.761173,0.238827,3.7e-05,0.0,1.161947,0.0
usps,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
freak,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
eleusinian,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hilarious,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
seizecars,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
tonna,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
estamos,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
workforcemetrics,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
toners,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
harmshop,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
minsk,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
prognostics,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
reiiable,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
noun,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
geologist,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
prorate,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
outstandlng,10,0,8e-06,0.761173,0.238827,3.7e-05,0.0,1.161947,0.0
chipboard,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
urine,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
actinic,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
excepting,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fabaclbo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
zoolant,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fxw,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wiii,40,0,3.1e-05,0.761173,0.238827,0.00015,0.0,1.161947,0.0
penis,32,0,2.5e-05,0.761173,0.238827,0.00012,0.0,1.161947,0.0
lorena,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
airports,7,0,5e-06,0.761173,0.238827,2.6e-05,0.0,1.161947,0.0
bakeries,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
motorized,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dzonline,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
trump,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
undervaiued,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
qxi,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hier,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
bybtb,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
signers,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
ankara,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
nigeria,28,0,2.2e-05,0.761173,0.238827,0.000105,0.0,1.161947,0.0
harmonline,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
bedrooms,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pitiful,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pcb,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
anunauthorized,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cows,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
compassion,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ocation,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
matchless,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pll,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
felloe,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
smiling,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hoot,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
doubtless,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hispanic,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
informatii,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
stud,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
kbrte,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
saluted,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
malibu,7,0,5e-06,0.761173,0.238827,2.6e-05,0.0,1.161947,0.0
tenants,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
nursing,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wudo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pdp,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
sizce,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
usacanada,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
potatoes,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
crewmen,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
churchwoman,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
rldwide,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
honda,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
loi,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cassia,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
baja,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
willcome,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
avacor,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fasten,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
anabolic,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dileriz,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
swelund,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lees,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
abf,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
flexibie,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
lens,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
espoeiur,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
kuc,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
rallied,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
nineteenshots,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
buoyant,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
homeownership,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
onall,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
engraves,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
towson,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
photographers,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
forrest,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
ink,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
hedgehog,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pallmall,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
gnaws,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
phantasmagoria,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
resonded,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
eciipse,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
emwnloqlqdk,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
artists,26,0,2e-05,0.761173,0.238827,9.7e-05,0.0,1.161947,0.0
shail,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
comor,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
crossly,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
camilla,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dans,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
tapped,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
confiicted,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
peaceloving,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
uxm,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
succ,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
prspctl,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
breathing,45,0,3.5e-05,0.761173,0.238827,0.000169,0.0,1.161947,0.0
omahahttp,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cocw,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
froth,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
sequestration,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
edentate,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
impetuous,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
confidencial,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
geo,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
fmo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cherubic,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
vug,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
presentiy,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
arcturus,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
vaccines,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
foresaw,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
reunions,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
turnkeyim,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
preste,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
diapers,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
admonition,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
celebst,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
joeoti,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
apartner,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hardcore,9,0,7e-06,0.761173,0.238827,3.4e-05,0.0,1.161947,0.0
enhancersdirect,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
twelfth,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
forreport,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
coursesoffers,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
uso,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mclaughlin,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
suppiy,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
impersonators,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
woridwide,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
bowlegged,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
unrecognized,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
morenewslettersl,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
zhi,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
thyroid,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
existent,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
spiders,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
treesby,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
viral,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
blutwurst,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bedroom,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
spectrasensors,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
garnet,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pistil,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
indifference,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
viagrra,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
miliion,14,0,1.1e-05,0.761173,0.238827,5.2e-05,0.0,1.161947,0.0
afpe,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
prt,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mailin,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
aperture,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mote,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
geek,21,0,1.6e-05,0.761173,0.238827,7.9e-05,0.0,1.161947,0.0
shoppers,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
impartial,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
findyour,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
leaning,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
wisher,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
joyfully,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
intrude,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
distinctionsemienw,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
honey,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
manifold,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
siding,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
elbows,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
nursery,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
oncxbv,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
catlons,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
rosita,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
deiivery,11,0,8e-06,0.761173,0.238827,4.1e-05,0.0,1.161947,0.0
ili,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wilsonkamela,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fehlgeschlagen,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
churrasqueiro,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
taser,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
nugget,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cenesp,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
okym,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
interpenetrate,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dealings,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cordial,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
